company_id,year,return_on_equity_pct
RELIANCE,2021,7.68
NAUKRI,2016,7.649999999999999
TATACONSUM,2024,7.57
DRREDDY,2018,7.53
ADANIENT,2016,7.470000000000001
NHPC,2016,7.470000000000001
MOTHERSON,2023,7.44
UNIONBANK,2022,7.430000000000001
AXISBANK,2023,7.380000000000001
ADANIPOWER,2016,7.380000000000001
IRFC,2016,7.37
ADANIENT,2023,7.33
SHREECEM,2022,7.27
TATACONSUM,2017,7.26
AMBUJACEM,2016,7.23
ULTRACEMCO,2019,7.109999999999999
IOC,2015,7.08
SUNPHARMA,2022,7.06
APOLLOHOSP,2016,7.049999999999999
BOSCHLTD,2020,7.01
MARUTI,2022,7.01
ADANIENSOL,2019,6.950000000000001
DLF,2024,6.909999999999999
AXISBANK,2019,6.9
TATAPOWER,2016,6.76
TATAPOWER,2020,6.73
TATACONSUM,2022,6.7
SUNPHARMA,2018,6.63
ONGC,2016,6.619999999999999
ADANIENT,2017,6.54
INDUSINDBK,2021,6.54
AXISBANK,2017,6.529999999999999
HINDALCO,2020,6.460000000000001
TATAPOWER,2021,6.45
GRASIM,2018,6.43
TATACONSUM,2021,6.4
AXISBANK,2021,6.36
JSWSTEEL,2023,6.3
BHARTIARTL,2017,6.29
TATACONSUM,2019,6.23
ADANIENT,2020,6.140000000000001
PNB,2020,6.1
PNB,2020,6.1
ADANIENT,2021,6.1
PNB,2020,6.1
PNB,2020,6.1
PNB,2020,6.1
PFC,2017,6.069999999999999
JSWENERGY,2017,6.01
APOLLOHOSP,2019,6.0
TATAMOTORS,2023,5.94
UNIONBANK,2016,5.84
JSWENERGY,2019,5.79
NHPC,2014,5.779999999999999
TRENT,2019,5.77
IOC,2013,5.75
MOTHERSON,2022,5.74
ADANIENT,2013,5.69
JSWENERGY,2021,5.67
ONGC,2020,5.59
TRENT,2017,5.489999999999999
TRENT,2018,5.45
JSWSTEEL,2013,5.44
HINDALCO,2014,5.41
DLF,2023,5.4
HINDALCO,2021,5.23
GAIL,2016,5.149999999999999
BHARTIARTL,2014,5.050000000000001
ICICIBANK,2019,4.98
TATACONSUM,2015,4.97
BOSCHLTD,2021,4.91
SUNPHARMA,2021,4.89
CANBK,2021,4.74
GRASIM,2019,4.73
BHARTIARTL,2013,4.5
TRENT,2020,4.44
UNIONBANK,2021,4.42
BANKBARODA,2017,4.31
BHEL,2015,4.24
DLF,2022,4.130000000000001
HINDALCO,2017,4.09
CANBK,2017,4.07
BPCL,2023,3.98
APOLLOHOSP,2017,3.95
ADANIENT,2018,3.94
DLF,2019,3.91
LODHA,2023,3.87
TRENT,2016,3.76
M&M,2021,3.64
ADANIENT,2022,3.54
ADANIENT,2019,3.43
TATACONSUM,2020,3.330000000000001
BHEL,2019,3.24
TATAPOWER,2015,3.19
BHARTIARTL,2018,3.14
DLF,2021,3.06
APOLLOHOSP,2021,2.98
DLF,2017,2.88
BHEL,2023,2.68
DLF,2013,2.59
UNIONBANK,2017,2.38
BHARTIARTL,2019,2.36
DLF,2014,2.15
BANKBARODA,2019,2.12
BANKBARODA,2021,1.97
NAUKRI,2024,1.97
JSWSTEEL,2014,1.9
AXISBANK,2020,1.88
CANBK,2019,1.85
APOLLOHOSP,2018,1.85
DLF,2015,1.85
BHEL,2022,1.68
TATASTEEL,2020,1.6
TRENT,2022,1.48
BHEL,2017,1.4
BHEL,2018,1.35
BANKBARODA,2020,1.29
DLF,2016,1.27
BHEL,2024,1.15
JIOFIN,2024,1.15
LODHA,2021,1.04
TATAPOWER,2013,1.0
JSWENERGY,2018,0.77
HINDALCO,2015,0.6799999999999999
AXISBANK,2018,0.43
TATAPOWER,2014,0.1
JIOFIN,2023,0.03
ADANIENSOL,2014,0.0
NAUKRI,2023,-0.52
TATACONSUM,2016,-0.59
ADANIENSOL,2015,-0.65
M&M,2020,-0.8
NAUKRI,2015,-0.99
TATASTEEL,2016,-1.14
JINDALSTEL,2020,-1.24
DLF,2020,-1.71
HINDALCO,2016,-1.73
TRENT,2014,-1.92
IOC,2020,-1.97
BHEL,2016,-2.18
TRENT,2013,-2.19
JSWSTEEL,2016,-2.54
NAUKRI,2017,-2.7
ADANIGREEN,2020,-2.89
ADANIGREEN,2017,-3.91
BANKBARODA,2018,-3.94
ADANIPOWER,2014,-4.45
GODREJCP,2024,-4.45
CANBK,2020,-4.66
BHEL,2020,-5.12
JINDALSTEL,2018,-5.319999999999999
TATASTEEL,2024,-5.33
JINDALSTEL,2015,-6.9
JINDALSTEL,2019,-7.52
CANBK,2016,-7.82
TRENT,2021,-7.829999999999999
JINDALSTEL,2017,-8.450000000000001
UNIONBANK,2020,-9.18
JINDALSTEL,2016,-9.52
ADANIGREEN,2018,-10.29
BHEL,2021,-10.39
CANBK,2018,-10.5
UNIONBANK,2019,-10.89
TATASTEEL,2017,-11.02
NAUKRI,2020,-11.21
BANKBARODA,2016,-11.84
TATASTEEL,2015,-12.56
ADANIPOWER,2019,-12.76
ADANIPOWER,2015,-14.25
TATAMOTORS,2020,-18.98
UNIONBANK,2018,-20.64
BHARTIARTL,2021,-20.97
TATASTEEL,2013,-21.28
TATAMOTORS,2021,-24.25
ADANIGREEN,2019,-24.57
TATAMOTORS,2022,-25.38
ADANIPOWER,2020,-35.09999999999999
BHARTIARTL,2020,-39.75
INDIGO,2023,-40.8
TATAMOTORS,2019,-47.73
INDIGO,2022,-48.77
ADANIPOWER,2013,-53.45999999999999
PNB,2019,-128.45
PNB,2019,-128.45
PNB,2019,-128.45
PNB,2019,-128.45
PNB,2019,-128.45
INDIGO,2020,-138.55
PNB,2016,-163.56
PNB,2016,-163.56
PNB,2016,-163.56
PNB,2016,-163.56
PNB,2016,-163.56
PNB,2018,-184.37
PNB,2018,-184.37
PNB,2018,-184.37
PNB,2018,-184.37
PNB,2018,-184.37
ADANIPOWER,2017,-205.8
ADANIPOWER,2018,-236.56
INDIGO,2021,-1094.15
