company_id,year,sales,operating_profit,opm_percentage
SBIN,2013.0,167976.0,-5124.0,-3.0
UNIONBANK,2014.0,29394.0,-902.0,-3.0
UNITDSPR,2015.0,9254.0,-366.0,-4.0
UNIONBANK,2023.0,81163.0,-3024.0,-4.0
BHEL,2016.0,25505.0,-1357.0,-5.0
UNIONBANK,2016.0,32316.0,-1928.0,-6.0
UNIONBANK,2022.0,68230.0,-4213.0,-6.0
SBIN,2014.0,189062.0,-14614.0,-8.0
SBIN,2015.0,207974.0,-21879.0,-11.0
SBIN,2023.0,350845.0,-43439.0,-12.0
SBIN,2024.0,439189.0,-60297.0,-14.0
SBIN,2016.0,220633.0,-32399.0,-15.0
UNIONBANK,2017.0,32817.0,-4830.0,-15.0
UNIONBANK,2021.0,69311.0,-11071.0,-16.0
ZOMATO,2023.0,7079.0,-1211.0,-17.0
BHEL,2021.0,17309.0,-3049.0,-18.0
ZOMATO,2018.0,466.0,-92.0,-20.0
SBIN,2022.0,289973.0,-63570.0,-22.0
ZOMATO,2021.0,1994.0,-467.0,-23.0
SBIN,2020.0,269852.0,-64181.0,-24.0
UNIONBANK,2020.0,37479.0,-9523.0,-25.0
SBIN,2021.0,278115.0,-70715.0,-25.0
UNIONBANK,2019.0,34314.0,-8601.0,-25.0
NAUKRI,2020.0,1312.0,-350.0,-27.0
SBIN,2019.0,253322.0,-68649.0,-27.0
SBIN,2017.0,230447.0,-64334.0,-28.0
VEDL,2016.0,64262.0,-18479.0,-29.0
UNITDSPR,2014.0,10508.0,-3368.0,-32.0
UNIONBANK,2018.0,32952.0,-11700.0,-36.0
SBIN,2018.0,228970.0,-86697.0,-38.0
ZOMATO,2022.0,4192.0,-1851.0,-44.0
ZOMATO,2020.0,2605.0,-2305.0,-88.0
INDIGO,2019.0,28497.0,28648.0,-151.0
ZOMATO,2019.0,1313.0,-2243.0,-171.0
ICICIGI,2013.0,4012.0,4191.0,-178.0
ICICIGI,2015.0,4234.0,4456.0,-221.0
ICICIGI,2014.0,4352.0,4578.0,-225.0
ICICIGI,2018.0,6912.0,7174.0,-262.0
ICICIPRULI,2020.0,21025.0,21344.0,-319.0
ICICIPRULI,2021.0,83182.0,83572.0,-390.0
INDUSINDBK,2019.0,22261.0,9283.0,-437.0
INDUSINDBK,2020.0,28783.0,12611.0,-553.0
CANBK,2015.0,43813.0,10302.0,-621.0
CANBK,2014.0,39570.0,9636.0,-672.0
INDUSINDBK,2022.0,30822.0,15840.0,-839.0
KOTAKBANK,2014.0,11986.0,7053.0,-1379.0
ICICIPRULI,2023.0,50478.0,52235.0,-1757.0
KOTAKBANK,2013.0,10838.0,6603.0,-1789.0
ICICIPRULI,2024.0,90307.0,92136.0,-1829.0
ICICIPRULI,2022.0,63564.0,65728.0,-2163.0
KOTAKBANK,2016.0,20402.0,11541.0,-2263.0
INDUSINDBK,2021.0,29000.0,15997.0,-2469.0
AXISBANK,2021.0,63346.0,31749.0,-2510.0
BANKBARODA,2022.0,73385.0,37518.0,-2948.0
KOTAKBANK,2015.0,13319.0,9718.0,-3366.0
KOTAKBANK,2017.0,22324.0,14832.0,-3965.0
KOTAKBANK,2018.0,25131.0,16805.0,-4141.0
BANKBARODA,2017.0,44473.0,19250.0,-4372.0
KOTAKBANK,2020.0,33474.0,22578.0,-5005.0
KOTAKBANK,2019.0,29831.0,19758.0,-5114.0
BANKBARODA,2019.0,52906.0,25815.0,-5414.0
AXISBANK,2019.0,54986.0,27155.0,-5447.0
AXISBANK,2017.0,44542.0,23808.0,-5715.0
KOTAKBANK,2023.0,42151.0,33485.0,-5746.0
CANBK,2017.0,41457.0,15691.0,-5775.0
BANKBARODA,2021.0,74314.0,38070.0,-6957.0
CANBK,2024.0,110519.0,46146.0,-7745.0
CANBK,2016.0,44039.0,17785.0,-8008.0
KOTAKBANK,2022.0,33741.0,30699.0,-8512.0
BANKBARODA,2018.0,46056.0,26093.0,-9197.0
AXISBANK,2020.0,62635.0,35066.0,-9859.0
CANBK,2023.0,85885.0,42772.0,-9877.0
KOTAKBANK,2021.0,32820.0,29812.0,-9958.0
AXISBANK,2018.0,45780.0,28895.0,-10277.0
CANBK,2019.0,47951.0,27202.0,-11590.0
BANKBARODA,2016.0,45799.0,25391.0,-11700.0
BANKBARODA,2020.0,78895.0,40583.0,-11728.0
CANBK,2020.0,49759.0,26809.0,-12867.0
ICICIBANK,2014.0,49479.0,32852.0,-13084.0
CANBK,2018.0,41345.0,25582.0,-13350.0
KOTAKBANK,2024.0,56237.0,47052.0,-13382.0
CANBK,2022.0,70614.0,41235.0,-13657.0
ICICIBANK,2024.0,159516.0,99560.0,-14152.0
ICICIBANK,2013.0,44885.0,31684.0,-15085.0
ICICIBANK,2015.0,54964.0,38766.0,-16120.0
ICICIBANK,2023.0,121067.0,87864.0,-17341.0
CANBK,2021.0,70253.0,43437.0,-18367.0
ICICIBANK,2022.0,95407.0,80798.0,-26558.0
ICICIBANK,2016.0,59294.0,52252.0,-26955.0
ICICIBANK,2017.0,60940.0,63841.0,-37737.0
HDFCBANK,2024.0,283649.0,174196.0,-44685.0
ICICIBANK,2021.0,89163.0,91309.0,-44805.0
ICICIBANK,2018.0,62162.0,72806.0,-44906.0
ICICIBANK,2020.0,84836.0,85361.0,-45190.0
ICICIBANK,2019.0,71982.0,83775.0,-50971.0
