company_id,year,eps
AMBUJACEM,2013.0,8.0
AMBUJACEM,2012.0,8.0
DABUR,2016.0,7.0
IOC,2023.0,7.0
ICICIPRULI,2021.0,7.0
DABUR,2017.0,7.0
TVSMOTOR,2015.0,7.0
ADANIGREEN,2024.0,7.0
WIPRO,2017.0,7.0
ADANIENT,2018.0,7.0
ADANIENT,2019.0,7.0
ICICIBANK,2019.0,7.0
WIPRO,2015.0,7.0
ICICIPRULI,2020.0,7.0
WIPRO,2018.0,7.0
ITC,2014.0,7.0
JSWENERGY,2020.0,7.0
LICI,2021.0,7.0
ADANIENT,2022.0,7.0
ADANIENSOL,2020.0,7.0
WIPRO,2019.0,7.0
JSWSTEEL,2015.0,7.0
BHARTIARTL,2022.0,7.0
WIPRO,2016.0,7.0
GODREJCP,2014.0,7.0
PFC,2017.0,7.0
CHOLAFIN,2016.0,7.0
TATASTEEL,2023.0,7.0
GAIL,2014.0,7.0
HDFCLIFE,2024.0,7.0
TATAMOTORS,2023.0,7.0
HDFCLIFE,2021.0,7.0
BHARTIARTL,2017.0,7.0
TATACONSUM,2014.0,7.0
HAVELLS,2014.0,7.0
SBILIFE,2014.0,7.0
GAIL,2018.0,7.0
BPCL,2020.0,7.0
CANBK,2022.0,7.0
ICICIPRULI,2024.0,6.0
NESTLEIND,2015.0,6.0
AMBUJACEM,2016.0,6.0
IRCTC,2020.0,6.0
DABUR,2015.0,6.0
ADANIGREEN,2023.0,6.0
VBL,2023.0,6.0
ICICIPRULI,2023.0,6.0
GAIL,2013.0,6.0
POWERGRID,2016.0,6.0
DLF,2019.0,6.0
JSWENERGY,2013.0,6.0
ATGL,2018.0,6.0
ITC,2013.0,6.0
CHOLAFIN,2015.0,6.0
PNB,2017.0,6.0
DMART,2016.0,6.0
DLF,2022.0,6.0
TATACONSUM,2017.0,6.0
TATACONSUM,2013.0,6.0
AXISBANK,2020.0,6.0
TATACONSUM,2019.0,6.0
TATASTEEL,2021.0,6.0
ATGL,2024.0,6.0
HDFCLIFE,2020.0,6.0
HAVELLS,2015.0,6.0
SBILIFE,2013.0,6.0
HDFCLIFE,2019.0,6.0
HDFCLIFE,2022.0,6.0
HDFCLIFE,2023.0,6.0
HDFCLIFE,2018.0,6.0
LODHA,2011.0,6.0
ZYDUSLIFE,2013.0,6.0
WIPRO,2014.0,6.0
WIPRO,2013.0,5.0
BEL,2024.0,5.0
ATGL,2022.0,5.0
ATGL,2023.0,5.0
GAIL,2015.0,5.0
POWERGRID,2014.0,5.0
POWERGRID,2015.0,5.0
TATACONSUM,2020.0,5.0
GAIL,2017.0,5.0
LODHA,2023.0,5.0
BPCL,2023.0,5.0
CANBK,2017.0,5.0
BHARTIARTL,2014.0,5.0
TATAPOWER,2022.0,5.0
POWERGRID,2013.0,5.0
IRFC,2024.0,5.0
IOC,2014.0,5.0
ICICIPRULI,2022.0,5.0
VBL,2022.0,5.0
UNITDSPR,2021.0,5.0
ADANIENSOL,2019.0,5.0
DABUR,2014.0,5.0
AMBUJACEM,2015.0,5.0
IRFC,2023.0,5.0
IRFC,2022.0,5.0
CHOLAFIN,2014.0,5.0
JSWENERGY,2021.0,5.0
JSWENERGY,2014.0,5.0
HDFCLIFE,2017.0,4.0
BEL,2023.0,4.0
BHEL,2015.0,4.0
BPCL,2013.0,4.0
HDFCLIFE,2016.0,4.0
BHARTIARTL,2013.0,4.0
TATACONSUM,2015.0,4.0
HDFCLIFE,2014.0,4.0
JSWSTEEL,2013.0,4.0
DLF,2017.0,4.0
ATGL,2021.0,4.0
PNB,2022.0,4.0
TATAPOWER,2020.0,4.0
ATGL,2020.0,4.0
HDFCLIFE,2015.0,4.0
CANBK,2021.0,4.0
TATAPOWER,2021.0,4.0
DLF,2021.0,4.0
JSWENERGY,2019.0,4.0
TRENT,2015.0,4.0
NHPC,2024.0,4.0
CHOLAFIN,2013.0,4.0
DLF,2013.0,4.0
DABUR,2013.0,4.0
HINDALCO,2015.0,4.0
ADANIENSOL,2017.0,4.0
UNIONBANK,2021.0,4.0
NHPC,2022.0,4.0
IRCTC,2019.0,4.0
TVSMOTOR,2013.0,4.0
TVSMOTOR,2014.0,4.0
NHPC,2023.0,4.0
MOTHERSON,2024.0,4.0
JSWENERGY,2017.0,4.0
DMART,2015.0,4.0
DLF,2014.0,4.0
BANKBARODA,2019.0,4.0
INDIGO,2019.0,4.0
MOTHERSON,2019.0,3.0
TRENT,2019.0,3.0
TRENT,2017.0,3.0
TRENT,2020.0,3.0
TRENT,2022.0,3.0
TRENT,2018.0,3.0
IOC,2013.0,3.0
IOC,2015.0,3.0
ADANIGREEN,2022.0,3.0
MOTHERSON,2016.0,3.0
MOTHERSON,2017.0,3.0
GAIL,2016.0,3.0
NHPC,2021.0,3.0
NHPC,2020.0,3.0
NHPC,2019.0,3.0
ADANIENSOL,2016.0,3.0
TATASTEEL,2014.0,3.0
TATAPOWER,2017.0,3.0
PNB,2023.0,3.0
JIOFIN,2024.0,3.0
DMART,2014.0,3.0
IRFC,2021.0,3.0
DLF,2015.0,3.0
MOTHERSON,2018.0,3.0
ADANIPOWER,2021.0,3.0
IRFC,2018.0,3.0
IRFC,2020.0,3.0
NHPC,2017.0,3.0
BANKBARODA,2021.0,3.0
BEL,2019.0,3.0
BEL,2020.0,3.0
SBIN,2019.0,3.0
BHEL,2019.0,3.0
BEL,2022.0,3.0
BEL,2021.0,3.0
BHEL,2023.0,2.0
HDFCLIFE,2013.0,2.0
PNB,2021.0,2.0
ATGL,2019.0,2.0
TATAPOWER,2016.0,2.0
CANBK,2019.0,2.0
BANKBARODA,2020.0,2.0
BEL,2018.0,2.0
UNITDSPR,2016.0,2.0
VBL,2012.0,2.0
NHPC,2018.0,2.0
ADANIPOWER,2016.0,2.0
DMART,2013.0,2.0
NHPC,2015.0,2.0
NHPC,2013.0,2.0
VBL,2021.0,2.0
IRFC,2019.0,2.0
NHPC,2016.0,2.0
NAUKRI,2015.0,2.0
TRENT,2016.0,2.0
IRCTC,2021.0,2.0
DLF,2016.0,2.0
MOTHERSON,2014.0,2.0
MOTHERSON,2015.0,2.0
MOTHERSON,2023.0,2.0
MOTHERSON,2021.0,2.0
JSWSTEEL,2014.0,2.0
BEL,2016.0,2.0
BEL,2017.0,2.0
BHARTIARTL,2018.0,2.0
BEL,2015.0,2.0
MOTHERSON,2020.0,2.0
MOTHERSON,2013.0,1.0
MOTHERSON,2022.0,1.0
VBL,2017.0,1.0
VBL,2020.0,1.0
VBL,2019.0,1.0
NHPC,2014.0,1.0
UNITDSPR,2017.0,1.0
ADANIGREEN,2021.0,1.0
TATASTEEL,2020.0,1.0
AXISBANK,2018.0,1.0
PNB,2020.0,1.0
VBL,2018.0,1.0
VBL,2015.0,1.0
BHARTIARTL,2019.0,1.0
TATAPOWER,2015.0,1.0
LODHA,2021.0,1.0
BHEL,2024.0,1.0
BHEL,2018.0,1.0
BEL,2013.0,1.0
BEL,2014.0,1.0
BHEL,2022.0,1.0
BHEL,2017.0,1.0
M&M,2020.0,1.0
ZOMATO,2024.0,0.0
SBIN,2017.0,0.0
TATASTEEL,2016.0,0.0
TATAPOWER,2013.0,0.0
TATACONSUM,2016.0,0.0
ADANIGREEN,2017.0,0.0
ADANIENSOL,2014.0,0.0
ADANIENSOL,2015.0,0.0
VBL,2014.0,0.0
VBL,2013.0,0.0
ADANIGREEN,2020.0,0.0
VBL,2016.0,0.0
JSWENERGY,2018.0,0.0
TRENT,2013.0,-1.0
JSWSTEEL,2016.0,-1.0
TATAPOWER,2014.0,-1.0
JINDALSTEL,2020.0,-1.0
IOC,2020.0,-1.0
ADANIGREEN,2018.0,-1.0
HINDALCO,2016.0,-1.0
ZOMATO,2023.0,-1.0
TRENT,2014.0,-1.0
ADANIPOWER,2014.0,-1.0
NAUKRI,2017.0,-2.0
DLF,2020.0,-2.0
BHEL,2016.0,-2.0
ZOMATO,2022.0,-2.0
UNITDSPR,2013.0,-2.0
TATASTEEL,2015.0,-3.0
ADANIPOWER,2019.0,-3.0
ADANIPOWER,2015.0,-3.0
ADANIGREEN,2019.0,-3.0
TATASTEEL,2024.0,-4.0
TATASTEEL,2017.0,-4.0
CANBK,2020.0,-4.0
BHEL,2020.0,-4.0
TRENT,2021.0,-4.0
ADANIPOWER,2018.0,-5.0
GODREJCP,2024.0,-5.0
SBIN,2018.0,-5.0
TATASTEEL,2013.0,-6.0
INDIGO,2020.0,-6.0
ADANIPOWER,2020.0,-6.0
BANKBARODA,2018.0,-7.0
INDIGO,2023.0,-8.0
NAUKRI,2023.0,-8.0
BHEL,2021.0,-8.0
CANBK,2016.0,-9.0
UNIONBANK,2020.0,-9.0
ADANIPOWER,2013.0,-10.0
CANBK,2018.0,-11.0
JINDALSTEL,2015.0,-14.0
JINDALSTEL,2018.0,-15.0
ADANIPOWER,2017.0,-16.0
JINDALSTEL,2019.0,-17.0
UNIONBANK,2019.0,-17.0
VEDL,2020.0,-18.0
PNB,2016.0,-19.0
NAUKRI,2020.0,-19.0
PNB,2019.0,-21.0
BANKBARODA,2016.0,-22.0
UNITDSPR,2015.0,-23.0
JINDALSTEL,2017.0,-25.0
BHARTIARTL,2021.0,-26.0
JINDALSTEL,2016.0,-32.0
TATAMOTORS,2022.0,-34.0
TATAMOTORS,2020.0,-39.0
VEDL,2016.0,-41.0
TATAMOTORS,2021.0,-41.0
PNB,2018.0,-44.0
UNIONBANK,2018.0,-45.0
VEDL,2015.0,-53.0
BHARTIARTL,2020.0,-55.0
UNITDSPR,2014.0,-62.0
TATAMOTORS,2019.0,-100.0
INDIGO,2021.0,-151.0
INDIGO,2022.0,-160.0
ZOMATO,2018.0,-3070.0
ZOMATO,2021.0,-23124.0
ZOMATO,2019.0,-28574.0
ZOMATO,2020.0,-70097.0
